record_id,question_id,decision,reason_codes,confidence,evidence_basis,status
pubmed:17325558,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:17472477,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:17526463,HRS3_PREGNANCY,retain,population|exposure|outcome,low,abstract,ok
pubmed:17889811,HRS3_PREGNANCY,deprioritize,population|outcome|off_topic,medium,abstract,ok
pubmed:18064661,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:18076885,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:18088161,HRS3_PREGNANCY,retain,exposure|outcome|design_signal,low,abstract,ok
pubmed:18443550,HRS3_PREGNANCY,deprioritize,population|off_topic,medium,abstract,ok
pubmed:18461244,HRS3_PREGNANCY,retain,population|exposure|human_signal|design_signal,low,abstract,ok
pubmed:18467540,HRS3_PREGNANCY,deprioritize,off_topic|insufficient_abstract,low,title_only,ok
pubmed:18482454,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:18595980,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:18941947,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:18978170,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,medium,abstract,ok
pubmed:19056637,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:19081432,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:19096117,HRS3_PREGNANCY,deprioritize,exposure|off_topic,medium,abstract,ok
pubmed:19219097,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,medium,abstract,ok
pubmed:19254990,HRS3_PREGNANCY,retain,population|exposure|insufficient_abstract,low,title_only,ok
pubmed:19270804,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:19318940,HRS3_PREGNANCY,retain,population|exposure|outcome,low,abstract,ok
pubmed:19476472,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:19487083,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:19527380,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:19559066,HRS3_PREGNANCY,deprioritize,exposure|off_topic,medium,abstract,ok
pubmed:19622956,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:19804947,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:20024603,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:20027048,HRS3_PREGNANCY,deprioritize,population|off_topic,medium,abstract,ok
pubmed:20089774,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:20099994,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,medium,abstract,ok
pubmed:20128938,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:20141666,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:20180693,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:20353456,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:20368374,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:20369151,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:20381313,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:20435345,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:20504979,HRS3_PREGNANCY,deprioritize,population|off_topic,medium,abstract,ok
pubmed:20980489,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:21039913,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:21252966,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:21367581,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:21424548,HRS3_PREGNANCY,retain,population|exposure|outcome,low,abstract,ok
pubmed:21470265,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,low,abstract,ok
pubmed:21470367,HRS3_PREGNANCY,deprioritize,population|outcome|off_topic,medium,abstract,ok
pubmed:21481234,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:21481821,HRS3_PREGNANCY,deprioritize,population|off_topic,medium,abstract,ok
pubmed:21527433,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal,medium,abstract,ok
pubmed:21544706,HRS3_PREGNANCY,deprioritize,population|off_topic,medium,abstract,ok
pubmed:21597985,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:21643774,HRS3_PREGNANCY,deprioritize,population|off_topic,medium,abstract,ok
pubmed:21706518,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:21838165,HRS3_PREGNANCY,deprioritize,population|off_topic,medium,abstract,ok
pubmed:21895892,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:21915935,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:22002219,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:22047825,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,low,abstract,ok
pubmed:22056564,HRS3_PREGNANCY,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:22059409,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:22081889,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:22235686,HRS3_PREGNANCY,deprioritize,exposure|off_topic,medium,abstract,ok
pubmed:22269042,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:22325302,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:22327736,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:22349090,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:22369393,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:22435354,HRS3_PREGNANCY,retain,exposure|outcome|design_signal,medium,abstract,ok
pubmed:22659194,HRS3_PREGNANCY,retain,population|exposure|design_signal,low,abstract,ok
pubmed:22734580,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,low,abstract,ok
pubmed:22771225,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:22786531,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:22900183,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:22943726,HRS3_PREGNANCY,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:22951628,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:23029616,HRS3_PREGNANCY,deprioritize,population|off_topic,medium,abstract,ok
pubmed:23131462,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:23152228,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:23157584,HRS3_PREGNANCY,retain,exposure|outcome|design_signal,medium,abstract,ok
pubmed:23205866,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:232204,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:23262963,HRS3_PREGNANCY,retain,population|exposure|outcome,low,abstract,ok
pubmed:23268736,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:23275017,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:23342891,HRS3_PREGNANCY,deprioritize,population|off_topic,medium,abstract,ok
pubmed:23350208,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:23420136,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:23435582,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:23442391,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:23539202,HRS3_PREGNANCY,retain,population|exposure|outcome,low,abstract,ok
pubmed:23559082,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:23578649,HRS3_PREGNANCY,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:23587190,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:23639938,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:23684997,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:23716465,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:23815874,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal,low,abstract,ok
pubmed:24032278,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:24054765,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:24120698,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:24164813,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:24176229,HRS3_PREGNANCY,deprioritize,population|off_topic,medium,abstract,ok
pubmed:24233255,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:24277681,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,medium,abstract,ok
pubmed:24451224,HRS3_PREGNANCY,retain,population|exposure|outcome,low,abstract,ok
pubmed:24535321,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:24614387,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:24642205,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:24645773,HRS3_PREGNANCY,deprioritize,exposure|off_topic,high,abstract,ok
pubmed:24645975,HRS3_PREGNANCY,deprioritize,exposure|off_topic,high,abstract,ok
pubmed:24679067,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:24686805,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,low,abstract,ok
pubmed:24696187,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:24720591,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:24754328,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:24762311,HRS3_PREGNANCY,deprioritize,population|off_topic,high,abstract,ok
pubmed:24806435,HRS3_PREGNANCY,uncertain,exposure|outcome,low,abstract,ok
pubmed:24810692,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:24975195,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,medium,abstract,ok
pubmed:25044451,HRS3_PREGNANCY,retain,population|exposure|outcome,low,abstract,ok
pubmed:25093607,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:25117752,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:25180056,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,low,abstract,ok
pubmed:25293764,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:25398206,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:25415364,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:25424556,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:25488886,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,medium,abstract,ok
pubmed:256028,HRS3_PREGNANCY,retain,population|exposure|insufficient_abstract,low,title_only,ok
pubmed:25866306,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:25872115,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,medium,abstract,ok
pubmed:25971830,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:26039815,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:26099195,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:26178749,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:26198451,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:26228703,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:26240050,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:26247661,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:26280534,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:26301282,HRS3_PREGNANCY,retain,population|exposure|outcome|insufficient_abstract,low,title_only,ok
pubmed:26334606,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:26343254,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:26343712,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:26348751,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:26374177,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:26375995,HRS3_PREGNANCY,deprioritize,exposure|off_topic,medium,abstract,ok
pubmed:26415762,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:26441065,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:26456736,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:26457716,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,low,abstract,ok
pubmed:26476891,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:26482110,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:26522344,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:26601850,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,medium,abstract,ok
pubmed:26662928,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:26732633,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:26817380,HRS3_PREGNANCY,deprioritize,population|off_topic,medium,abstract,ok
pubmed:26886241,HRS3_PREGNANCY,retain,population|exposure|outcome,low,abstract,ok
pubmed:26900104,HRS3_PREGNANCY,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:26901401,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:26909852,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:26944421,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:26956254,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:27211322,HRS3_PREGNANCY,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:27246791,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:27440542,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,medium,abstract,ok
pubmed:27540762,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:27544544,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:27571855,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:27611852,HRS3_PREGNANCY,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:27697077,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:27716105,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:27718306,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:27720038,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:27724923,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:27754451,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,medium,abstract,ok
pubmed:27780751,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:27888033,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:28097361,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:28097362,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:28162128,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:28188842,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:28217829,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:28336109,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:28407219,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:28486989,HRS3_PREGNANCY,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:28495620,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:28518221,HRS3_PREGNANCY,deprioritize,population|off_topic,high,abstract,ok
pubmed:28617257,HRS3_PREGNANCY,retain,population|exposure|human_signal|design_signal,low,abstract,ok
pubmed:28693088,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:28724657,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:28818086,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:28934093,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:28938431,HRS3_PREGNANCY,deprioritize,population|off_topic,medium,abstract,ok
pubmed:29019855,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:29030199,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:29070554,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:29155442,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:29160184,HRS3_PREGNANCY,retain,population|exposure|human_signal|design_signal,low,abstract,ok
pubmed:29196155,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:29215383,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:29272167,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:29298985,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:29350490,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:29411302,HRS3_PREGNANCY,deprioritize,population|off_topic,medium,abstract,ok
pubmed:29417644,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:29458926,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:29679395,HRS3_PREGNANCY,retain,population|exposure|outcome,low,abstract,ok
pubmed:29722838,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:29782556,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,medium,abstract,ok
pubmed:29788364,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:29801482,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:29882092,HRS3_PREGNANCY,retain,population|exposure|outcome,low,abstract,ok
pubmed:29882344,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:29976852,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:30002014,HRS3_PREGNANCY,retain,population|exposure|human_signal|design_signal,low,abstract,ok
pubmed:30089075,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:30149482,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:30185932,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:30281229,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:30392317,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:30480773,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:30552064,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:30561844,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,medium,abstract,ok
pubmed:30570133,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,medium,abstract,ok
pubmed:30699214,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:30873598,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:30901325,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:30909386,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:30969204,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:30977622,HRS3_PREGNANCY,retain,population|exposure|human_signal|design_signal,low,abstract,ok
pubmed:31053513,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:31104187,HRS3_PREGNANCY,retain,population|exposure|human_signal,low,abstract,ok
pubmed:31109614,HRS3_PREGNANCY,retain,population|exposure|outcome,low,abstract,ok
pubmed:31177763,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:31220527,HRS3_PREGNANCY,deprioritize,exposure|animal_term_present,medium,abstract,ok
pubmed:31241129,HRS3_PREGNANCY,retain,population|exposure|outcome,low,abstract,ok
pubmed:31257442,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:31259764,HRS3_PREGNANCY,deprioritize,animal_term_present|off_topic,medium,abstract,ok
pubmed:31348529,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:31353725,HRS3_PREGNANCY,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:31368026,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:31441896,HRS3_PREGNANCY,deprioritize,population|off_topic,medium,abstract,ok
pubmed:31496456,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,low,abstract,ok
pubmed:31509674,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:31584939,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:31607468,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:31937153,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:31994568,HRS3_PREGNANCY,deprioritize,population|off_topic,medium,abstract,ok
pubmed:32131751,HRS3_PREGNANCY,retain,population|exposure|design_signal,low,abstract,ok
pubmed:32182980,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,medium,abstract,ok
pubmed:32238218,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:32312690,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:32330373,HRS3_PREGNANCY,deprioritize,population|off_topic,medium,abstract,ok
pubmed:32403449,HRS3_PREGNANCY,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:32539219,HRS3_PREGNANCY,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:32575163,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:32578335,HRS3_PREGNANCY,deprioritize,population|off_topic,medium,abstract,ok
pubmed:32599866,HRS3_PREGNANCY,retain,population|exposure|outcome,low,abstract,ok
pubmed:32607698,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:32616489,HRS3_PREGNANCY,deprioritize,population|off_topic,medium,abstract,ok
pubmed:3264767,HRS3_PREGNANCY,deprioritize,off_topic|insufficient_abstract,low,title_only,ok
pubmed:32730862,HRS3_PREGNANCY,uncertain,population|outcome,low,abstract,ok
pubmed:32843079,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:32851085,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:32856479,HRS3_PREGNANCY,retain,population|exposure|human_signal|design_signal,low,abstract,ok
pubmed:32871021,HRS3_PREGNANCY,deprioritize,population|off_topic,medium,abstract,ok
pubmed:32887377,HRS3_PREGNANCY,retain,population|exposure|outcome,medium,abstract,ok
pubmed:32938966,HRS3_PREGNANCY,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:32944940,HRS3_PREGNANCY,deprioritize,population|off_topic,medium,abstract,ok
pubmed:32949211,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,medium,abstract,ok
pubmed:33023067,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:33028282,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:33080891,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:33109248,HRS3_PREGNANCY,retain,population|exposure|outcome|design_signal,high,abstract,ok
pubmed:33164294,HRS3_PREGNANCY,retain,population|exposure|outcome,high,abstract,ok
pubmed:33226277,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,high,abstract,ok
pubmed:33243156,HRS3_PREGNANCY,retain,population|exposure|outcome|human_signal|design_signal,medium,abstract,ok
pubmed:33297793,HRS3_PREGNANCY,deprioritize,animal_term_present|off_topic,high,abstract,ok
pubmed:33305966,HRS3_PREGNANCY,deprioritize,population|off_topic,medium,abstract,ok
pubmed:33348254,HRS3_PREGNANCY,deprioritize,animal_term_present|off_topic,high,abstract,ok
