batch_id,batch_sequence,record_id,question_id,queue_id,proxy_disagreement,proxy_priority_band,decision_authority,status
PUBMED-SCREEN-008,442,REC-PUBMED-21460399,A1,SCR-A1-21460399,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,443,REC-PUBMED-21464349,A1,SCR-A1-21464349,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,444,REC-PUBMED-21466367,A1,SCR-A1-21466367,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,445,REC-PUBMED-21468696,A1,SCR-A1-21468696,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,446,REC-PUBMED-21474406,A1,SCR-A1-21474406,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,447,REC-PUBMED-21477846,A1,SCR-A1-21477846,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,448,REC-PUBMED-21491394,A1,SCR-A1-21491394,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,449,REC-PUBMED-21507031,A1,SCR-A1-21507031,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,450,REC-PUBMED-21517641,A1,SCR-A1-21517641,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,451,REC-PUBMED-21520286,A1,SCR-A1-21520286,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,452,REC-PUBMED-21526168,A1,SCR-A1-21526168,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,453,REC-PUBMED-21533567,A1,SCR-A1-21533567,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,454,REC-PUBMED-21535992,A1,SCR-A1-21535992,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,455,REC-PUBMED-21538731,A1,SCR-A1-21538731,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,456,REC-PUBMED-21540406,A1,SCR-A1-21540406,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,457,REC-PUBMED-21541835,A1,SCR-A1-21541835,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,458,REC-PUBMED-21553781,A1,SCR-A1-21553781,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,459,REC-PUBMED-21555690,A1,SCR-A1-21555690,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,460,REC-PUBMED-21557816,A1,SCR-A1-21557816,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,461,REC-PUBMED-21562976,A1,SCR-A1-21562976,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,462,REC-PUBMED-21570107,A1,SCR-A1-21570107,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,463,REC-PUBMED-21584847,A1,SCR-A1-21584847,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,464,REC-PUBMED-21605730,A1,SCR-A1-21605730,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,465,REC-PUBMED-21605928,A1,SCR-A1-21605928,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,466,REC-PUBMED-21609670,A1,SCR-A1-21609670,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,467,REC-PUBMED-21611919,A1,SCR-A1-21611919,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,468,REC-PUBMED-21617968,A1,SCR-A1-21617968,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,469,REC-PUBMED-21621251,A1,SCR-A1-21621251,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,470,REC-PUBMED-21623708,A1,SCR-A1-21623708,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,471,REC-PUBMED-21628306,A1,SCR-A1-21628306,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,472,REC-PUBMED-21630162,A1,SCR-A1-21630162,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,473,REC-PUBMED-21638223,A1,SCR-A1-21638223,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,474,REC-PUBMED-21642050,A1,SCR-A1-21642050,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,475,REC-PUBMED-2164366,A1,SCR-A1-2164366,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,476,REC-PUBMED-21645235,A1,SCR-A1-21645235,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,477,REC-PUBMED-21649596,A1,SCR-A1-21649596,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,478,REC-PUBMED-21651319,A1,SCR-A1-21651319,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,479,REC-PUBMED-21655682,A1,SCR-A1-21655682,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,480,REC-PUBMED-21668558,A1,SCR-A1-21668558,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,481,REC-PUBMED-21671699,A1,SCR-A1-21671699,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,482,REC-PUBMED-21674571,A1,SCR-A1-21674571,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,483,REC-PUBMED-21678330,A1,SCR-A1-21678330,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,484,REC-PUBMED-21678357,A1,SCR-A1-21678357,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,485,REC-PUBMED-21678361,A1,SCR-A1-21678361,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,486,REC-PUBMED-21683480,A1,SCR-A1-21683480,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,487,REC-PUBMED-21686472,A1,SCR-A1-21686472,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,488,REC-PUBMED-21686645,A1,SCR-A1-21686645,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,489,REC-PUBMED-21687916,A1,SCR-A1-21687916,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,490,REC-PUBMED-21690025,A1,SCR-A1-21690025,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,491,REC-PUBMED-21709932,A1,SCR-A1-21709932,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,492,REC-PUBMED-21711417,A1,SCR-A1-21711417,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,493,REC-PUBMED-21725053,A1,SCR-A1-21725053,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,494,REC-PUBMED-21729240,A1,SCR-A1-21729240,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,495,REC-PUBMED-21730276,A1,SCR-A1-21730276,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,496,REC-PUBMED-21730835,A1,SCR-A1-21730835,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,497,REC-PUBMED-21740405,A1,SCR-A1-21740405,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,498,REC-PUBMED-21740550,A1,SCR-A1-21740550,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,499,REC-PUBMED-21745216,A1,SCR-A1-21745216,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-008,500,REC-PUBMED-21745652,A1,SCR-A1-21745652,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,1,REC-PUBMED-21748282,A1,SCR-A1-21748282,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,2,REC-PUBMED-21750020,A1,SCR-A1-21750020,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,3,REC-PUBMED-21751986,A1,SCR-A1-21751986,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,4,REC-PUBMED-21769259,A1,SCR-A1-21769259,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,5,REC-PUBMED-21775690,A1,SCR-A1-21775690,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,6,REC-PUBMED-21781237,A1,SCR-A1-21781237,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,7,REC-PUBMED-21781271,A1,SCR-A1-21781271,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,8,REC-PUBMED-21789337,A1,SCR-A1-21789337,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,9,REC-PUBMED-21797743,A1,SCR-A1-21797743,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,10,REC-PUBMED-21800002,A1,SCR-A1-21800002,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,11,REC-PUBMED-21807399,A1,SCR-A1-21807399,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,12,REC-PUBMED-21810658,A1,SCR-A1-21810658,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,13,REC-PUBMED-21816811,A1,SCR-A1-21816811,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,14,REC-PUBMED-21817082,A1,SCR-A1-21817082,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,15,REC-PUBMED-21820844,A1,SCR-A1-21820844,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,16,REC-PUBMED-21824384,A1,SCR-A1-21824384,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,17,REC-PUBMED-21831129,A1,SCR-A1-21831129,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,18,REC-PUBMED-21833919,A1,SCR-A1-21833919,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,19,REC-PUBMED-21844089,A1,SCR-A1-21844089,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,20,REC-PUBMED-21851388,A1,SCR-A1-21851388,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,21,REC-PUBMED-21851801,A1,SCR-A1-21851801,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,22,REC-PUBMED-21852212,A1,SCR-A1-21852212,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,23,REC-PUBMED-21864021,A1,SCR-A1-21864021,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,24,REC-PUBMED-21870978,A1,SCR-A1-21870978,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,25,REC-PUBMED-21875722,A1,SCR-A1-21875722,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,26,REC-PUBMED-21880698,A1,SCR-A1-21880698,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,27,REC-PUBMED-21881392,A1,SCR-A1-21881392,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,28,REC-PUBMED-21883387,A1,SCR-A1-21883387,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,29,REC-PUBMED-21883447,A1,SCR-A1-21883447,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,30,REC-PUBMED-21889320,A1,SCR-A1-21889320,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,31,REC-PUBMED-21890302,A1,SCR-A1-21890302,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,32,REC-PUBMED-21890569,A1,SCR-A1-21890569,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,33,REC-PUBMED-21895980,A1,SCR-A1-21895980,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,34,REC-PUBMED-21900891,A1,SCR-A1-21900891,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,35,REC-PUBMED-21907395,A1,SCR-A1-21907395,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,36,REC-PUBMED-21911247,A1,SCR-A1-21911247,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,37,REC-PUBMED-21914559,A1,SCR-A1-21914559,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,38,REC-PUBMED-2191810,A1,SCR-A1-2191810,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,39,REC-PUBMED-21918741,A1,SCR-A1-21918741,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,40,REC-PUBMED-21921048,A1,SCR-A1-21921048,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,41,REC-PUBMED-21923605,A1,SCR-A1-21923605,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,42,REC-PUBMED-21923606,A1,SCR-A1-21923606,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,43,REC-PUBMED-21925716,A1,SCR-A1-21925716,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,44,REC-PUBMED-21930652,A1,SCR-A1-21930652,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,45,REC-PUBMED-21934488,A1,SCR-A1-21934488,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,46,REC-PUBMED-21934723,A1,SCR-A1-21934723,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,47,REC-PUBMED-21935704,A1,SCR-A1-21935704,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,48,REC-PUBMED-21937093,A1,SCR-A1-21937093,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,49,REC-PUBMED-21938710,A1,SCR-A1-21938710,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,50,REC-PUBMED-21946939,A1,SCR-A1-21946939,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,51,REC-PUBMED-21952601,A1,SCR-A1-21952601,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,52,REC-PUBMED-21953853,A1,SCR-A1-21953853,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,53,REC-PUBMED-21960573,A1,SCR-A1-21960573,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,54,REC-PUBMED-21975030,A1,SCR-A1-21975030,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,55,REC-PUBMED-21978327,A1,SCR-A1-21978327,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,56,REC-PUBMED-21978501,A1,SCR-A1-21978501,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,57,REC-PUBMED-21983111,A1,SCR-A1-21983111,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,58,REC-PUBMED-21988948,A1,SCR-A1-21988948,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,59,REC-PUBMED-21992898,A1,SCR-A1-21992898,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,60,REC-PUBMED-21995885,A1,SCR-A1-21995885,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,61,REC-PUBMED-22000094,A1,SCR-A1-22000094,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,62,REC-PUBMED-22006185,A1,SCR-A1-22006185,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,63,REC-PUBMED-22006666,A1,SCR-A1-22006666,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,64,REC-PUBMED-22007032,A1,SCR-A1-22007032,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,65,REC-PUBMED-22008738,A1,SCR-A1-22008738,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,66,REC-PUBMED-22009202,A1,SCR-A1-22009202,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,67,REC-PUBMED-22012548,A1,SCR-A1-22012548,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,68,REC-PUBMED-22013445,A1,SCR-A1-22013445,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,69,REC-PUBMED-22014849,A1,SCR-A1-22014849,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,70,REC-PUBMED-22018798,A1,SCR-A1-22018798,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,71,REC-PUBMED-22018997,A1,SCR-A1-22018997,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,72,REC-PUBMED-22023256,A1,SCR-A1-22023256,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,73,REC-PUBMED-22041946,A1,SCR-A1-22041946,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,74,REC-PUBMED-22046771,A1,SCR-A1-22046771,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,75,REC-PUBMED-22056819,A1,SCR-A1-22056819,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,76,REC-PUBMED-22066355,A1,SCR-A1-22066355,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,77,REC-PUBMED-22072096,A1,SCR-A1-22072096,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,78,REC-PUBMED-22077374,A1,SCR-A1-22077374,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,79,REC-PUBMED-22077430,A1,SCR-A1-22077430,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,80,REC-PUBMED-22077529,A1,SCR-A1-22077529,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,81,REC-PUBMED-22081129,A1,SCR-A1-22081129,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,82,REC-PUBMED-22082896,A1,SCR-A1-22082896,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,83,REC-PUBMED-22084332,A1,SCR-A1-22084332,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,84,REC-PUBMED-22084658,A1,SCR-A1-22084658,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,85,REC-PUBMED-22084660,A1,SCR-A1-22084660,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,86,REC-PUBMED-22084664,A1,SCR-A1-22084664,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,87,REC-PUBMED-22084696,A1,SCR-A1-22084696,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,88,REC-PUBMED-22093613,A1,SCR-A1-22093613,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,89,REC-PUBMED-22094310,A1,SCR-A1-22094310,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,90,REC-PUBMED-22111776,A1,SCR-A1-22111776,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,91,REC-PUBMED-22111868,A1,SCR-A1-22111868,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,92,REC-PUBMED-22114699,A1,SCR-A1-22114699,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,93,REC-PUBMED-22114781,A1,SCR-A1-22114781,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,94,REC-PUBMED-22116191,A1,SCR-A1-22116191,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,95,REC-PUBMED-22119500,A1,SCR-A1-22119500,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,96,REC-PUBMED-22122181,A1,SCR-A1-22122181,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,97,REC-PUBMED-22122182,A1,SCR-A1-22122182,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,98,REC-PUBMED-22124808,A1,SCR-A1-22124808,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,99,REC-PUBMED-22130488,A1,SCR-A1-22130488,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,100,REC-PUBMED-22130800,A1,SCR-A1-22130800,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,101,REC-PUBMED-22134997,A1,SCR-A1-22134997,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,102,REC-PUBMED-22143126,A1,SCR-A1-22143126,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,103,REC-PUBMED-22143201,A1,SCR-A1-22143201,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,104,REC-PUBMED-22143470,A1,SCR-A1-22143470,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,105,REC-PUBMED-22146937,A1,SCR-A1-22146937,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,106,REC-PUBMED-22149257,A1,SCR-A1-22149257,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,107,REC-PUBMED-22152517,A1,SCR-A1-22152517,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,108,REC-PUBMED-22161077,A1,SCR-A1-22161077,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,109,REC-PUBMED-22169573,A1,SCR-A1-22169573,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,110,REC-PUBMED-22172097,A1,SCR-A1-22172097,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,111,REC-PUBMED-22174593,A1,SCR-A1-22174593,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,112,REC-PUBMED-22175718,A1,SCR-A1-22175718,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,113,REC-PUBMED-22184880,A1,SCR-A1-22184880,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,114,REC-PUBMED-22192158,A1,SCR-A1-22192158,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,115,REC-PUBMED-22196778,A1,SCR-A1-22196778,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,116,REC-PUBMED-22202495,A1,SCR-A1-22202495,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,117,REC-PUBMED-22209612,A1,SCR-A1-22209612,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,118,REC-PUBMED-22221937,A1,SCR-A1-22221937,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,119,REC-PUBMED-22224125,A1,SCR-A1-22224125,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,120,REC-PUBMED-22225856,A1,SCR-A1-22225856,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,121,REC-PUBMED-22240968,A1,SCR-A1-22240968,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,122,REC-PUBMED-22245761,A1,SCR-A1-22245761,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,123,REC-PUBMED-22259168,A1,SCR-A1-22259168,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,124,REC-PUBMED-22264366,A1,SCR-A1-22264366,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,125,REC-PUBMED-22264937,A1,SCR-A1-22264937,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,126,REC-PUBMED-22276081,A1,SCR-A1-22276081,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,127,REC-PUBMED-22277458,A1,SCR-A1-22277458,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,128,REC-PUBMED-22279699,A1,SCR-A1-22279699,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,129,REC-PUBMED-22282691,A1,SCR-A1-22282691,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,130,REC-PUBMED-22286737,A1,SCR-A1-22286737,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,131,REC-PUBMED-22287864,A1,SCR-A1-22287864,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,132,REC-PUBMED-22292869,A1,SCR-A1-22292869,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,133,REC-PUBMED-22293053,A1,SCR-A1-22293053,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,134,REC-PUBMED-22294759,A1,SCR-A1-22294759,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,135,REC-PUBMED-22305462,A1,SCR-A1-22305462,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,136,REC-PUBMED-22306274,A1,SCR-A1-22306274,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,137,REC-PUBMED-22308803,A1,SCR-A1-22308803,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,138,REC-PUBMED-22308809,A1,SCR-A1-22308809,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,139,REC-PUBMED-22313346,A1,SCR-A1-22313346,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,140,REC-PUBMED-22315259,A1,SCR-A1-22315259,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,141,REC-PUBMED-22315261,A1,SCR-A1-22315261,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,142,REC-PUBMED-22315265,A1,SCR-A1-22315265,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,143,REC-PUBMED-22315266,A1,SCR-A1-22315266,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,144,REC-PUBMED-22315268,A1,SCR-A1-22315268,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,145,REC-PUBMED-22315269,A1,SCR-A1-22315269,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,146,REC-PUBMED-22315271,A1,SCR-A1-22315271,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,147,REC-PUBMED-22315272,A1,SCR-A1-22315272,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,148,REC-PUBMED-22318218,A1,SCR-A1-22318218,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,149,REC-PUBMED-22318514,A1,SCR-A1-22318514,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,150,REC-PUBMED-22319005,A1,SCR-A1-22319005,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,151,REC-PUBMED-22321278,A1,SCR-A1-22321278,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,152,REC-PUBMED-22336844,A1,SCR-A1-22336844,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,153,REC-PUBMED-22338910,A1,SCR-A1-22338910,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,154,REC-PUBMED-22343277,A1,SCR-A1-22343277,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,155,REC-PUBMED-22345595,A1,SCR-A1-22345595,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,156,REC-PUBMED-22353706,A1,SCR-A1-22353706,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,157,REC-PUBMED-22353708,A1,SCR-A1-22353708,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,158,REC-PUBMED-22355190,A1,SCR-A1-22355190,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,159,REC-PUBMED-22357373,A1,SCR-A1-22357373,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,160,REC-PUBMED-22367852,A1,SCR-A1-22367852,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,161,REC-PUBMED-22370610,A1,SCR-A1-22370610,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,162,REC-PUBMED-22370770,A1,SCR-A1-22370770,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,163,REC-PUBMED-22371186,A1,SCR-A1-22371186,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,164,REC-PUBMED-22375363,A1,SCR-A1-22375363,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,165,REC-PUBMED-22376271,A1,SCR-A1-22376271,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,166,REC-PUBMED-22387584,A1,SCR-A1-22387584,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,167,REC-PUBMED-22388002,A1,SCR-A1-22388002,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,168,REC-PUBMED-22389052,A1,SCR-A1-22389052,False,high,none,awaiting_external_human_screening
PUBMED-SCREEN-009,169,REC-PUBMED-22390628,A1,SCR-A1-22390628,False,high,none,awaiting_external_human_screening
