retrieval_id,record_id,question_id,search_run_id,database,pmid,raw_file,status
RET-A1-PUBMED-28970039,REC-PUBMED-28970039,A1,pubmed_a1_designpilot_20260710,PubMed,28970039,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28968483,REC-PUBMED-28968483,A1,pubmed_a1_designpilot_20260710,PubMed,28968483,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28968197,REC-PUBMED-28968197,A1,pubmed_a1_designpilot_20260710,PubMed,28968197,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28963313,REC-PUBMED-28963313,A1,pubmed_a1_designpilot_20260710,PubMed,28963313,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28960288,REC-PUBMED-28960288,A1,pubmed_a1_designpilot_20260710,PubMed,28960288,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28958959,REC-PUBMED-28958959,A1,pubmed_a1_designpilot_20260710,PubMed,28958959,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28958393,REC-PUBMED-28958393,A1,pubmed_a1_designpilot_20260710,PubMed,28958393,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28957948,REC-PUBMED-28957948,A1,pubmed_a1_designpilot_20260710,PubMed,28957948,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28956288,REC-PUBMED-28956288,A1,pubmed_a1_designpilot_20260710,PubMed,28956288,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28954745,REC-PUBMED-28954745,A1,pubmed_a1_designpilot_20260710,PubMed,28954745,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28952913,REC-PUBMED-28952913,A1,pubmed_a1_designpilot_20260710,PubMed,28952913,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28950374,REC-PUBMED-28950374,A1,pubmed_a1_designpilot_20260710,PubMed,28950374,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28950344,REC-PUBMED-28950344,A1,pubmed_a1_designpilot_20260710,PubMed,28950344,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28950318,REC-PUBMED-28950318,A1,pubmed_a1_designpilot_20260710,PubMed,28950318,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28948752,REC-PUBMED-28948752,A1,pubmed_a1_designpilot_20260710,PubMed,28948752,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28948507,REC-PUBMED-28948507,A1,pubmed_a1_designpilot_20260710,PubMed,28948507,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28947728,REC-PUBMED-28947728,A1,pubmed_a1_designpilot_20260710,PubMed,28947728,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28947726,REC-PUBMED-28947726,A1,pubmed_a1_designpilot_20260710,PubMed,28947726,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28943564,REC-PUBMED-28943564,A1,pubmed_a1_designpilot_20260710,PubMed,28943564,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28942666,REC-PUBMED-28942666,A1,pubmed_a1_designpilot_20260710,PubMed,28942666,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28942115,REC-PUBMED-28942115,A1,pubmed_a1_designpilot_20260710,PubMed,28942115,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28941763,REC-PUBMED-28941763,A1,pubmed_a1_designpilot_20260710,PubMed,28941763,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28935868,REC-PUBMED-28935868,A1,pubmed_a1_designpilot_20260710,PubMed,28935868,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28935464,REC-PUBMED-28935464,A1,pubmed_a1_designpilot_20260710,PubMed,28935464,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28935034,REC-PUBMED-28935034,A1,pubmed_a1_designpilot_20260710,PubMed,28935034,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28933798,REC-PUBMED-28933798,A1,pubmed_a1_designpilot_20260710,PubMed,28933798,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28933567,REC-PUBMED-28933567,A1,pubmed_a1_designpilot_20260710,PubMed,28933567,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28929298,REC-PUBMED-28929298,A1,pubmed_a1_designpilot_20260710,PubMed,28929298,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28921594,REC-PUBMED-28921594,A1,pubmed_a1_designpilot_20260710,PubMed,28921594,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28921057,REC-PUBMED-28921057,A1,pubmed_a1_designpilot_20260710,PubMed,28921057,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28918087,REC-PUBMED-28918087,A1,pubmed_a1_designpilot_20260710,PubMed,28918087,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28917562,REC-PUBMED-28917562,A1,pubmed_a1_designpilot_20260710,PubMed,28917562,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28914077,REC-PUBMED-28914077,A1,pubmed_a1_designpilot_20260710,PubMed,28914077,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28911508,REC-PUBMED-28911508,A1,pubmed_a1_designpilot_20260710,PubMed,28911508,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28906578,REC-PUBMED-28906578,A1,pubmed_a1_designpilot_20260710,PubMed,28906578,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28904234,REC-PUBMED-28904234,A1,pubmed_a1_designpilot_20260710,PubMed,28904234,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28901221,REC-PUBMED-28901221,A1,pubmed_a1_designpilot_20260710,PubMed,28901221,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28899804,REC-PUBMED-28899804,A1,pubmed_a1_designpilot_20260710,PubMed,28899804,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28892658,REC-PUBMED-28892658,A1,pubmed_a1_designpilot_20260710,PubMed,28892658,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28892413,REC-PUBMED-28892413,A1,pubmed_a1_designpilot_20260710,PubMed,28892413,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28891412,REC-PUBMED-28891412,A1,pubmed_a1_designpilot_20260710,PubMed,28891412,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28887767,REC-PUBMED-28887767,A1,pubmed_a1_designpilot_20260710,PubMed,28887767,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28886856,REC-PUBMED-28886856,A1,pubmed_a1_designpilot_20260710,PubMed,28886856,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28883311,REC-PUBMED-28883311,A1,pubmed_a1_designpilot_20260710,PubMed,28883311,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28882334,REC-PUBMED-28882334,A1,pubmed_a1_designpilot_20260710,PubMed,28882334,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28882323,REC-PUBMED-28882323,A1,pubmed_a1_designpilot_20260710,PubMed,28882323,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28878572,REC-PUBMED-28878572,A1,pubmed_a1_designpilot_20260710,PubMed,28878572,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28875370,REC-PUBMED-28875370,A1,pubmed_a1_designpilot_20260710,PubMed,28875370,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28874418,REC-PUBMED-28874418,A1,pubmed_a1_designpilot_20260710,PubMed,28874418,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28867534,REC-PUBMED-28867534,A1,pubmed_a1_designpilot_20260710,PubMed,28867534,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28867369,REC-PUBMED-28867369,A1,pubmed_a1_designpilot_20260710,PubMed,28867369,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28862063,REC-PUBMED-28862063,A1,pubmed_a1_designpilot_20260710,PubMed,28862063,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28861925,REC-PUBMED-28861925,A1,pubmed_a1_designpilot_20260710,PubMed,28861925,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28860793,REC-PUBMED-28860793,A1,pubmed_a1_designpilot_20260710,PubMed,28860793,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-30787791,REC-PUBMED-30787791,A1,pubmed_a1_designpilot_20260710,PubMed,30787791,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28857713,REC-PUBMED-28857713,A1,pubmed_a1_designpilot_20260710,PubMed,28857713,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28856898,REC-PUBMED-28856898,A1,pubmed_a1_designpilot_20260710,PubMed,28856898,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28854077,REC-PUBMED-28854077,A1,pubmed_a1_designpilot_20260710,PubMed,28854077,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28854073,REC-PUBMED-28854073,A1,pubmed_a1_designpilot_20260710,PubMed,28854073,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28853765,REC-PUBMED-28853765,A1,pubmed_a1_designpilot_20260710,PubMed,28853765,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28848725,REC-PUBMED-28848725,A1,pubmed_a1_designpilot_20260710,PubMed,28848725,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28848026,REC-PUBMED-28848026,A1,pubmed_a1_designpilot_20260710,PubMed,28848026,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28846806,REC-PUBMED-28846806,A1,pubmed_a1_designpilot_20260710,PubMed,28846806,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28845374,REC-PUBMED-28845374,A1,pubmed_a1_designpilot_20260710,PubMed,28845374,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28844514,REC-PUBMED-28844514,A1,pubmed_a1_designpilot_20260710,PubMed,28844514,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28843518,REC-PUBMED-28843518,A1,pubmed_a1_designpilot_20260710,PubMed,28843518,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28842519,REC-PUBMED-28842519,A1,pubmed_a1_designpilot_20260710,PubMed,28842519,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28840739,REC-PUBMED-28840739,A1,pubmed_a1_designpilot_20260710,PubMed,28840739,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28838044,REC-PUBMED-28838044,A1,pubmed_a1_designpilot_20260710,PubMed,28838044,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28837210,REC-PUBMED-28837210,A1,pubmed_a1_designpilot_20260710,PubMed,28837210,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28836865,REC-PUBMED-28836865,A1,pubmed_a1_designpilot_20260710,PubMed,28836865,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28834238,REC-PUBMED-28834238,A1,pubmed_a1_designpilot_20260710,PubMed,28834238,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28833682,REC-PUBMED-28833682,A1,pubmed_a1_designpilot_20260710,PubMed,28833682,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28833357,REC-PUBMED-28833357,A1,pubmed_a1_designpilot_20260710,PubMed,28833357,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28832296,REC-PUBMED-28832296,A1,pubmed_a1_designpilot_20260710,PubMed,28832296,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28827248,REC-PUBMED-28827248,A1,pubmed_a1_designpilot_20260710,PubMed,28827248,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28825375,REC-PUBMED-28825375,A1,pubmed_a1_designpilot_20260710,PubMed,28825375,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28825250,REC-PUBMED-28825250,A1,pubmed_a1_designpilot_20260710,PubMed,28825250,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28825231,REC-PUBMED-28825231,A1,pubmed_a1_designpilot_20260710,PubMed,28825231,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28823518,REC-PUBMED-28823518,A1,pubmed_a1_designpilot_20260710,PubMed,28823518,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28821888,REC-PUBMED-28821888,A1,pubmed_a1_designpilot_20260710,PubMed,28821888,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28821168,REC-PUBMED-28821168,A1,pubmed_a1_designpilot_20260710,PubMed,28821168,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28818318,REC-PUBMED-28818318,A1,pubmed_a1_designpilot_20260710,PubMed,28818318,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28818261,REC-PUBMED-28818261,A1,pubmed_a1_designpilot_20260710,PubMed,28818261,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28816341,REC-PUBMED-28816341,A1,pubmed_a1_designpilot_20260710,PubMed,28816341,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28815410,REC-PUBMED-28815410,A1,pubmed_a1_designpilot_20260710,PubMed,28815410,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28814457,REC-PUBMED-28814457,A1,pubmed_a1_designpilot_20260710,PubMed,28814457,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28811393,REC-PUBMED-28811393,A1,pubmed_a1_designpilot_20260710,PubMed,28811393,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28811092,REC-PUBMED-28811092,A1,pubmed_a1_designpilot_20260710,PubMed,28811092,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28809374,REC-PUBMED-28809374,A1,pubmed_a1_designpilot_20260710,PubMed,28809374,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28808596,REC-PUBMED-28808596,A1,pubmed_a1_designpilot_20260710,PubMed,28808596,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28806993,REC-PUBMED-28806993,A1,pubmed_a1_designpilot_20260710,PubMed,28806993,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28805039,REC-PUBMED-28805039,A1,pubmed_a1_designpilot_20260710,PubMed,28805039,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28804828,REC-PUBMED-28804828,A1,pubmed_a1_designpilot_20260710,PubMed,28804828,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28804818,REC-PUBMED-28804818,A1,pubmed_a1_designpilot_20260710,PubMed,28804818,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28802751,REC-PUBMED-28802751,A1,pubmed_a1_designpilot_20260710,PubMed,28802751,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28800176,REC-PUBMED-28800176,A1,pubmed_a1_designpilot_20260710,PubMed,28800176,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28799620,REC-PUBMED-28799620,A1,pubmed_a1_designpilot_20260710,PubMed,28799620,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28799181,REC-PUBMED-28799181,A1,pubmed_a1_designpilot_20260710,PubMed,28799181,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28798139,REC-PUBMED-28798139,A1,pubmed_a1_designpilot_20260710,PubMed,28798139,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28795332,REC-PUBMED-28795332,A1,pubmed_a1_designpilot_20260710,PubMed,28795332,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28795200,REC-PUBMED-28795200,A1,pubmed_a1_designpilot_20260710,PubMed,28795200,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28795199,REC-PUBMED-28795199,A1,pubmed_a1_designpilot_20260710,PubMed,28795199,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28790786,REC-PUBMED-28790786,A1,pubmed_a1_designpilot_20260710,PubMed,28790786,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28789760,REC-PUBMED-28789760,A1,pubmed_a1_designpilot_20260710,PubMed,28789760,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28786696,REC-PUBMED-28786696,A1,pubmed_a1_designpilot_20260710,PubMed,28786696,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28785902,REC-PUBMED-28785902,A1,pubmed_a1_designpilot_20260710,PubMed,28785902,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28785894,REC-PUBMED-28785894,A1,pubmed_a1_designpilot_20260710,PubMed,28785894,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28784423,REC-PUBMED-28784423,A1,pubmed_a1_designpilot_20260710,PubMed,28784423,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28781876,REC-PUBMED-28781876,A1,pubmed_a1_designpilot_20260710,PubMed,28781876,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28781287,REC-PUBMED-28781287,A1,pubmed_a1_designpilot_20260710,PubMed,28781287,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28780697,REC-PUBMED-28780697,A1,pubmed_a1_designpilot_20260710,PubMed,28780697,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28780575,REC-PUBMED-28780575,A1,pubmed_a1_designpilot_20260710,PubMed,28780575,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28780343,REC-PUBMED-28780343,A1,pubmed_a1_designpilot_20260710,PubMed,28780343,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28779447,REC-PUBMED-28779447,A1,pubmed_a1_designpilot_20260710,PubMed,28779447,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28771671,REC-PUBMED-28771671,A1,pubmed_a1_designpilot_20260710,PubMed,28771671,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28771049,REC-PUBMED-28771049,A1,pubmed_a1_designpilot_20260710,PubMed,28771049,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28769570,REC-PUBMED-28769570,A1,pubmed_a1_designpilot_20260710,PubMed,28769570,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28768576,REC-PUBMED-28768576,A1,pubmed_a1_designpilot_20260710,PubMed,28768576,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28765771,REC-PUBMED-28765771,A1,pubmed_a1_designpilot_20260710,PubMed,28765771,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28763307,REC-PUBMED-28763307,A1,pubmed_a1_designpilot_20260710,PubMed,28763307,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28762665,REC-PUBMED-28762665,A1,pubmed_a1_designpilot_20260710,PubMed,28762665,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28761683,REC-PUBMED-28761683,A1,pubmed_a1_designpilot_20260710,PubMed,28761683,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28760205,REC-PUBMED-28760205,A1,pubmed_a1_designpilot_20260710,PubMed,28760205,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28757174,REC-PUBMED-28757174,A1,pubmed_a1_designpilot_20260710,PubMed,28757174,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-28756016,REC-PUBMED-28756016,A1,pubmed_a1_designpilot_20260710,PubMed,28756016,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-30416551,REC-PUBMED-30416551,A1,pubmed_a1_designpilot_20260710,PubMed,30416551,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
RET-A1-PUBMED-30416550,REC-PUBMED-30416550,A1,pubmed_a1_designpilot_20260710,PubMed,30416550,research/searches/A1/pubmed/pubmed_a1_designpilot_20260710/efetch_021.xml,design_pilot_not_final_search
