retrieval_id,record_id,question_id,search_run_id,database,provider_id,status
RET-B1-CTGOV-NCT05365477,REC-CTGOV-NCT05365477,B1,ctgov_b1_designpilot_20260710,ClinicalTrials.gov,NCT05365477,design_pilot_not_final_search
RET-B1-CTGOV-NCT00472823,REC-CTGOV-NCT00472823,B1,ctgov_b1_designpilot_20260710,ClinicalTrials.gov,NCT00472823,design_pilot_not_final_search
RET-B1-CTGOV-NCT04437225,REC-CTGOV-NCT04437225,B1,ctgov_b1_designpilot_20260710,ClinicalTrials.gov,NCT04437225,design_pilot_not_final_search
RET-B1-CTGOV-NCT07465367,REC-CTGOV-NCT07465367,B1,ctgov_b1_designpilot_20260710,ClinicalTrials.gov,NCT07465367,design_pilot_not_final_search
RET-B1-CTGOV-NCT00120731,REC-CTGOV-NCT00120731,B1,ctgov_b1_designpilot_20260710,ClinicalTrials.gov,NCT00120731,design_pilot_not_final_search
RET-B1-CTGOV-NCT01735461,REC-CTGOV-NCT01735461,B1,ctgov_b1_designpilot_20260710,ClinicalTrials.gov,NCT01735461,design_pilot_not_final_search
RET-B1-CTGOV-NCT05525130,REC-CTGOV-NCT05525130,B1,ctgov_b1_designpilot_20260710,ClinicalTrials.gov,NCT05525130,design_pilot_not_final_search
RET-B1-CTGOV-NCT04080973,REC-CTGOV-NCT04080973,B1,ctgov_b1_designpilot_20260710,ClinicalTrials.gov,NCT04080973,design_pilot_not_final_search
RET-B1-CTGOV-NCT03924596,REC-CTGOV-NCT03924596,B1,ctgov_b1_designpilot_20260710,ClinicalTrials.gov,NCT03924596,design_pilot_not_final_search
RET-B1-CTGOV-NCT05680818,REC-CTGOV-NCT05680818,B1,ctgov_b1_designpilot_20260710,ClinicalTrials.gov,NCT05680818,design_pilot_not_final_search
RET-B1-CTGOV-NCT04051346,REC-CTGOV-NCT04051346,B1,ctgov_b1_designpilot_20260710,ClinicalTrials.gov,NCT04051346,design_pilot_not_final_search
RET-B1-CTGOV-NCT07408076,REC-CTGOV-NCT07408076,B1,ctgov_b1_designpilot_20260710,ClinicalTrials.gov,NCT07408076,design_pilot_not_final_search
RET-B1-CTGOV-NCT01330940,REC-CTGOV-NCT01330940,B1,ctgov_b1_designpilot_20260710,ClinicalTrials.gov,NCT01330940,design_pilot_not_final_search
RET-B1-CTGOV-NCT06003348,REC-CTGOV-NCT06003348,B1,ctgov_b1_designpilot_20260710,ClinicalTrials.gov,NCT06003348,design_pilot_not_final_search
RET-B1-CTGOV-NCT06330246,REC-CTGOV-NCT06330246,B1,ctgov_b1_designpilot_20260710,ClinicalTrials.gov,NCT06330246,design_pilot_not_final_search
RET-B1-CTGOV-NCT05417568,REC-CTGOV-NCT05417568,B1,ctgov_b1_designpilot_20260710,ClinicalTrials.gov,NCT05417568,design_pilot_not_final_search
RET-B1-CTGOV-NCT01329042,REC-CTGOV-NCT01329042,B1,ctgov_b1_designpilot_20260710,ClinicalTrials.gov,NCT01329042,design_pilot_not_final_search
RET-B1-CTGOV-NCT03348228,REC-CTGOV-NCT03348228,B1,ctgov_b1_designpilot_20260710,ClinicalTrials.gov,NCT03348228,design_pilot_not_final_search
RET-B1-CTGOV-NCT05229952,REC-CTGOV-NCT05229952,B1,ctgov_b1_designpilot_20260710,ClinicalTrials.gov,NCT05229952,design_pilot_not_final_search
RET-B1-CTGOV-NCT01980004,REC-CTGOV-NCT01980004,B1,ctgov_b1_designpilot_20260710,ClinicalTrials.gov,NCT01980004,design_pilot_not_final_search
RET-B1-CTGOV-NCT01217372,REC-CTGOV-NCT01217372,B1,ctgov_b1_designpilot_20260710,ClinicalTrials.gov,NCT01217372,design_pilot_not_final_search
RET-B1-CTGOV-NCT03704350,REC-CTGOV-NCT03704350,B1,ctgov_b1_designpilot_20260710,ClinicalTrials.gov,NCT03704350,design_pilot_not_final_search
RET-B1-CTGOV-NCT01754779,REC-CTGOV-NCT01754779,B1,ctgov_b1_designpilot_20260710,ClinicalTrials.gov,NCT01754779,design_pilot_not_final_search
RET-B2-CTGOV-NCT05365477,REC-CTGOV-NCT05365477,B2,ctgov_b2_designpilot_20260710,ClinicalTrials.gov,NCT05365477,design_pilot_not_final_search
RET-B2-CTGOV-NCT03365687,REC-CTGOV-NCT03365687,B2,ctgov_b2_designpilot_20260710,ClinicalTrials.gov,NCT03365687,design_pilot_not_final_search
RET-B2-CTGOV-NCT00472823,REC-CTGOV-NCT00472823,B2,ctgov_b2_designpilot_20260710,ClinicalTrials.gov,NCT00472823,design_pilot_not_final_search
RET-B2-CTGOV-NCT05680818,REC-CTGOV-NCT05680818,B2,ctgov_b2_designpilot_20260710,ClinicalTrials.gov,NCT05680818,design_pilot_not_final_search
RET-B2-CTGOV-NCT02752841,REC-CTGOV-NCT02752841,B2,ctgov_b2_designpilot_20260710,ClinicalTrials.gov,NCT02752841,design_pilot_not_final_search
RET-B2-CTGOV-NCT01295879,REC-CTGOV-NCT01295879,B2,ctgov_b2_designpilot_20260710,ClinicalTrials.gov,NCT01295879,design_pilot_not_final_search
RET-B2-CTGOV-NCT00416052,REC-CTGOV-NCT00416052,B2,ctgov_b2_designpilot_20260710,ClinicalTrials.gov,NCT00416052,design_pilot_not_final_search
RET-B2-CTGOV-NCT00581828,REC-CTGOV-NCT00581828,B2,ctgov_b2_designpilot_20260710,ClinicalTrials.gov,NCT00581828,design_pilot_not_final_search
RET-B2-CTGOV-NCT02975492,REC-CTGOV-NCT02975492,B2,ctgov_b2_designpilot_20260710,ClinicalTrials.gov,NCT02975492,design_pilot_not_final_search
RET-B2-CTGOV-NCT02824718,REC-CTGOV-NCT02824718,B2,ctgov_b2_designpilot_20260710,ClinicalTrials.gov,NCT02824718,design_pilot_not_final_search
RET-B2-CTGOV-NCT03087149,REC-CTGOV-NCT03087149,B2,ctgov_b2_designpilot_20260710,ClinicalTrials.gov,NCT03087149,design_pilot_not_final_search
RET-B2-CTGOV-NCT00948740,REC-CTGOV-NCT00948740,B2,ctgov_b2_designpilot_20260710,ClinicalTrials.gov,NCT00948740,design_pilot_not_final_search
RET-B2-CTGOV-NCT06199102,REC-CTGOV-NCT06199102,B2,ctgov_b2_designpilot_20260710,ClinicalTrials.gov,NCT06199102,design_pilot_not_final_search
RET-B2-CTGOV-NCT01323608,REC-CTGOV-NCT01323608,B2,ctgov_b2_designpilot_20260710,ClinicalTrials.gov,NCT01323608,design_pilot_not_final_search
RET-B3-CTGOV-NCT05124886,REC-CTGOV-NCT05124886,B3,ctgov_b3_designpilot_20260710,ClinicalTrials.gov,NCT05124886,design_pilot_not_final_search
RET-B3-CTGOV-NCT04603898,REC-CTGOV-NCT04603898,B3,ctgov_b3_designpilot_20260710,ClinicalTrials.gov,NCT04603898,design_pilot_not_final_search
RET-B3-CTGOV-NCT04437225,REC-CTGOV-NCT04437225,B3,ctgov_b3_designpilot_20260710,ClinicalTrials.gov,NCT04437225,design_pilot_not_final_search
RET-B3-CTGOV-NCT01675362,REC-CTGOV-NCT01675362,B3,ctgov_b3_designpilot_20260710,ClinicalTrials.gov,NCT01675362,design_pilot_not_final_search
RET-B3-CTGOV-NCT05229952,REC-CTGOV-NCT05229952,B3,ctgov_b3_designpilot_20260710,ClinicalTrials.gov,NCT05229952,design_pilot_not_final_search
RET-B3-CTGOV-NCT06578754,REC-CTGOV-NCT06578754,B3,ctgov_b3_designpilot_20260710,ClinicalTrials.gov,NCT06578754,design_pilot_not_final_search
RET-B3-CTGOV-NCT06989320,REC-CTGOV-NCT06989320,B3,ctgov_b3_designpilot_20260710,ClinicalTrials.gov,NCT06989320,design_pilot_not_final_search
RET-B3-CTGOV-NCT03704350,REC-CTGOV-NCT03704350,B3,ctgov_b3_designpilot_20260710,ClinicalTrials.gov,NCT03704350,design_pilot_not_final_search
