candidate_id,record_id,question_id,pmid,pmcid,study_design_candidate,group_or_exposure_signals,timepoint_signals,outcome_definition_signals,comparison_signal,measure_type,observed_value,operator,ci_lower,ci_upper,xml_locator,source_sentence,source_sentence_sha256,context_completeness,extraction_authority,human_verified,effect_estimate_usable
NUM-PMC3722432-14-4-percentage-3,REC-PUBMED-22341269,B1,22341269,PMC3722432,cohort,supplement,,kidney stones,true,percentage,38,,,,article[pmcid='PMC3722432']/body//p[14]/sentence[4],"The likelihood of reporting a history of kidney stones was significantly reduced in women who supplemented calcium prior to study participation (21%), since study participation (23%), and both prior to and since study participation (38%) (p=0.007) compared to women who never supplemented calcium.",24955e94bba840aea34dd981d45cced82dd2ff6066e45a5aa959cc1a32cdd547,candidate_context_present,agent_result_context_only,,false
NUM-PMC3722432-14-6-p_value-1,REC-PUBMED-22341269,B1,22341269,PMC3722432,cohort,diet|intake,,nephrolithiasis,false,p_value,0.61,=,,,article[pmcid='PMC3722432']/body//p[14]/sentence[6],"Participant’s quintiles of dietary calcium intake was not independently associated with nephrolithiasis (p=0.61) and inclusion in the multivariate models did not change the point estimates, confidence intervals or significance of any of the independent predictors.",176ecb39b5b033cd4030b2bfbd96893921b2e37bf249d842f567994fb51cefd4,candidate_context_present,agent_result_context_only,,false
NUM-PMC3722432-15-2-odds_ratio-1,REC-PUBMED-22341269,B1,22341269,PMC3722432,cohort,supplement,,nephrolithiasis,true,odds_ratio,1.38,,1.10,1.73,article[pmcid='PMC3722432']/body//p[15]/sentence[2],"In women who never supplemented calcium, there was a 38% increased likelihood of nephrolithiasis for each 10% increase in fractional calcium absorption (OR 1.38, 95% CI 1.10–1.73, p=0.006).",dd85c5757b4a204e962c04497ebb972c5446d393e35176f04fa3d609c1525717,candidate_context_present,agent_result_context_only,,false
NUM-PMC3722432-15-2-p_value-1,REC-PUBMED-22341269,B1,22341269,PMC3722432,cohort,supplement,,nephrolithiasis,true,p_value,0.006,=,1.10,1.73,article[pmcid='PMC3722432']/body//p[15]/sentence[2],"In women who never supplemented calcium, there was a 38% increased likelihood of nephrolithiasis for each 10% increase in fractional calcium absorption (OR 1.38, 95% CI 1.10–1.73, p=0.006).",dd85c5757b4a204e962c04497ebb972c5446d393e35176f04fa3d609c1525717,candidate_context_present,agent_result_context_only,,false
NUM-PMC3722432-15-2-percentage-1,REC-PUBMED-22341269,B1,22341269,PMC3722432,cohort,supplement,,nephrolithiasis,true,percentage,38,,1.10,1.73,article[pmcid='PMC3722432']/body//p[15]/sentence[2],"In women who never supplemented calcium, there was a 38% increased likelihood of nephrolithiasis for each 10% increase in fractional calcium absorption (OR 1.38, 95% CI 1.10–1.73, p=0.006).",dd85c5757b4a204e962c04497ebb972c5446d393e35176f04fa3d609c1525717,candidate_context_present,agent_result_context_only,,false
NUM-PMC3722432-15-2-percentage-2,REC-PUBMED-22341269,B1,22341269,PMC3722432,cohort,supplement,,nephrolithiasis,true,percentage,10,,1.10,1.73,article[pmcid='PMC3722432']/body//p[15]/sentence[2],"In women who never supplemented calcium, there was a 38% increased likelihood of nephrolithiasis for each 10% increase in fractional calcium absorption (OR 1.38, 95% CI 1.10–1.73, p=0.006).",dd85c5757b4a204e962c04497ebb972c5446d393e35176f04fa3d609c1525717,candidate_context_present,agent_result_context_only,,false
NUM-PMC3722432-15-2-percentage-3,REC-PUBMED-22341269,B1,22341269,PMC3722432,cohort,supplement,,nephrolithiasis,true,percentage,95,,1.10,1.73,article[pmcid='PMC3722432']/body//p[15]/sentence[2],"In women who never supplemented calcium, there was a 38% increased likelihood of nephrolithiasis for each 10% increase in fractional calcium absorption (OR 1.38, 95% CI 1.10–1.73, p=0.006).",dd85c5757b4a204e962c04497ebb972c5446d393e35176f04fa3d609c1525717,candidate_context_present,agent_result_context_only,,false
NUM-PMC3722432-15-3-odds_ratio-1,REC-PUBMED-22341269,B1,22341269,PMC3722432,cohort,supplementation,,nephrolithiasis,true,odds_ratio,1.20,,0.97,1.47,article[pmcid='PMC3722432']/body//p[15]/sentence[3],"Among women with any history of calcium supplementation the increased likelihood of nephrolithiasis was slightly lower and no longer statistically significant (OR 1.20, 95% CI 0.97–1.47, p=0.09).",b08b62ef66f899f0f112218205278695b69982f01342b34e403cd2dab3eb6cfc,candidate_context_present,agent_result_context_only,,false
NUM-PMC3722432-15-3-p_value-1,REC-PUBMED-22341269,B1,22341269,PMC3722432,cohort,supplementation,,nephrolithiasis,true,p_value,0.09,=,0.97,1.47,article[pmcid='PMC3722432']/body//p[15]/sentence[3],"Among women with any history of calcium supplementation the increased likelihood of nephrolithiasis was slightly lower and no longer statistically significant (OR 1.20, 95% CI 0.97–1.47, p=0.09).",b08b62ef66f899f0f112218205278695b69982f01342b34e403cd2dab3eb6cfc,candidate_context_present,agent_result_context_only,,false
NUM-PMC3722432-15-3-percentage-1,REC-PUBMED-22341269,B1,22341269,PMC3722432,cohort,supplementation,,nephrolithiasis,true,percentage,95,,0.97,1.47,article[pmcid='PMC3722432']/body//p[15]/sentence[3],"Among women with any history of calcium supplementation the increased likelihood of nephrolithiasis was slightly lower and no longer statistically significant (OR 1.20, 95% CI 0.97–1.47, p=0.09).",b08b62ef66f899f0f112218205278695b69982f01342b34e403cd2dab3eb6cfc,candidate_context_present,agent_result_context_only,,false
NUM-PMC3722432-18-1-percentage-1,REC-PUBMED-22341269,B1,22341269,PMC3722432,cohort,supplement,,kidney stones|nephrolithiasis,false,percentage,38,,,,article[pmcid='PMC3722432']/body//p[18]/sentence[1],"Women that currently or previously supplemented calcium were 21–38% less likely to have a history of kidney stones, after adjustment for other nephrolithiasis risk factors.",146126f3e94f47f6aefac391d104f6936af727d5d77795cd96d319cf015adc12,candidate_context_present,agent_result_context_only,,false
NUM-PMC3722432-18-3-percentage-1,REC-PUBMED-22341269,B1,22341269,PMC3722432,cohort,supplement,,nephrolithiasis,true,percentage,20,,,,article[pmcid='PMC3722432']/body//p[18]/sentence[3],"In fact, previous studies have reported that supplemental calcium may increase the risk of nephrolithiasis by 17–20%.13, 18–20",d45f56314b8ce96f1dadd6aa191e33f50c4f01a0000922e0bf49959c7f9e476e,candidate_context_present,agent_result_context_only,,false
NUM-PMC3722432-19-1-p_value-1,REC-PUBMED-22341269,B1,22341269,PMC3722432,cohort,diet|intake,,kidney stones,true,p_value,0.07,=,,,article[pmcid='PMC3722432']/body//p[19]/sentence[1],There was a borderline difference in average dietary calcium intake between women with and without a history of kidney stones (p=0.07).,44a08be169b28797e31633d5e536608c0644934f55573ced0accce6f47af199d,candidate_context_present,agent_result_context_only,,false
NUM-PMC3722432-19-4-percentage-1,REC-PUBMED-22341269,B1,22341269,PMC3722432,cohort,diet|intake,,nephrolithiasis|kidney stone,true,percentage,50,,,,article[pmcid='PMC3722432']/body//p[19]/sentence[4],"Previous studies have reported more than a 50% decrease in the development of nephrolithiasis for women consuming the highest amounts of dietary calcium, after adjustment for known nephrolithiasis risk factors.18–20 It is likely that increased dietary calcium intake is associated with greater intake of unrecognized factors which protect against kidney stone formation.21",25a99bde1e2560a4a54f8b4132f664ff46321620e1df1c2a754c5efe98890d8b,candidate_context_present,agent_result_context_only,,false
NUM-PMC3722432-20-6-percentage-1,REC-PUBMED-22341269,B1,22341269,PMC3722432,cohort,Diet|intake|diet|control,,,true,percentage,85,,,,article[pmcid='PMC3722432']/body//p[20]/sentence[6],"Based on previous epidemiologic studies, it was assumed that 75–85% of the stones in this cohort were calcium oxalate as stone analyses were not available.25 Dietary questionnaires did not assess fluid intake, dietary oxalate or alkali intake and these could represent potentially uncontrolled confounders.26 It is possible that enrollees may have changed their behavior or activity level due to their participation in the study.",89d9947a3361fb0d96c2e8776f5c4e6258ebbdae9027c4cf288e30fbc92c6914,context_incomplete_manual_review,agent_result_context_only,,false
NUM-PMC3722432-2-1-percentage-1,REC-PUBMED-22341269,B1,22341269,PMC3722432,cohort,Patients with,,hypercalciuria,true,percentage,70,,,,article[pmcid='PMC3722432']/body//p[2]/sentence[1],"Fractional calcium absorption varies widely between individuals, ranging from 10–70%.3–5 Patients with hypercalciuria tend to have higher intestinal calcium absorption.6, 7 Small studies (n≤14 patients) have used radioactive calcium isotopes to evaluate the relationship between intestinal fractional calcium absorption and hypercalciuria.8–10 However, these studies have examined changes in urine calcium, but not the more relevant clinical endpoint of stone formation or stone episodes.",658300e47a1515598395504bf193bd8e94b50be9286777e4d711925422b39324,candidate_context_present,agent_result_context_only,,false
NUM-PMC4393945-10-5-percentage-1,REC-PUBMED-23535174,B1,23535174,PMC4393945,randomized_trial,,,,false,percentage,86,,,,article[pmcid='PMC4393945']/body//p[10]/sentence[5],There were 148 records that contained a stone composition report and 127 men (86%) had a stone that contained ≥ 50% calcium oxalate.,f4a4f97ceeb86b63734e8de4d8f659c9331867b45d177cd986a89b3497fec6dc,context_incomplete_manual_review,agent_result_context_only,,false
NUM-PMC4393945-10-5-percentage-2,REC-PUBMED-23535174,B1,23535174,PMC4393945,randomized_trial,,,,false,percentage,50,,,,article[pmcid='PMC4393945']/body//p[10]/sentence[5],There were 148 records that contained a stone composition report and 127 men (86%) had a stone that contained ≥ 50% calcium oxalate.,f4a4f97ceeb86b63734e8de4d8f659c9331867b45d177cd986a89b3497fec6dc,context_incomplete_manual_review,agent_result_context_only,,false
NUM-PMC4393945-10-7-percentage-1,REC-PUBMED-23535174,B1,23535174,PMC4393945,randomized_trial,,,,false,percentage,77,,,,article[pmcid='PMC4393945']/body//p[10]/sentence[7],There were 78 records that contained a stone composition report and 60 women (77%) had a stone that contained ≥ 50% calcium oxalate.,09cdb101e83ae4ee33df0bfa695dd56d51f1d91c24dba5ab0ba6074381355114,context_incomplete_manual_review,agent_result_context_only,,false
NUM-PMC4393945-10-7-percentage-2,REC-PUBMED-23535174,B1,23535174,PMC4393945,randomized_trial,,,,false,percentage,50,,,,article[pmcid='PMC4393945']/body//p[10]/sentence[7],There were 78 records that contained a stone composition report and 60 women (77%) had a stone that contained ≥ 50% calcium oxalate.,09cdb101e83ae4ee33df0bfa695dd56d51f1d91c24dba5ab0ba6074381355114,context_incomplete_manual_review,agent_result_context_only,,false
NUM-PMC4393945-10-9-percentage-1,REC-PUBMED-23535174,B1,23535174,PMC4393945,randomized_trial,,,,false,percentage,79,,,,article[pmcid='PMC4393945']/body//p[10]/sentence[9],There were 243 records that contained a stone composition report and 191 women (79%) had a stone that contained ≥ 50% calcium oxalate.,68752794e6112e5f92f9b3fd1df70a880c7e8c18f959b1f87d39b8e5b7e20bb7,context_incomplete_manual_review,agent_result_context_only,,false
NUM-PMC4393945-10-9-percentage-2,REC-PUBMED-23535174,B1,23535174,PMC4393945,randomized_trial,,,,false,percentage,50,,,,article[pmcid='PMC4393945']/body//p[10]/sentence[9],There were 243 records that contained a stone composition report and 191 women (79%) had a stone that contained ≥ 50% calcium oxalate.,68752794e6112e5f92f9b3fd1df70a880c7e8c18f959b1f87d39b8e5b7e20bb7,context_incomplete_manual_review,agent_result_context_only,,false
NUM-PMC4393945-1-2-percentage-1,REC-PUBMED-23535174,B1,23535174,PMC4393945,randomized_trial,diet,,kidney stones|hypercalciuria|nephrolithiasis,true,percentage,51,,,,article[pmcid='PMC4393945']/body//p[1]/sentence[2],"In observational studies, we and others previously reported prospective independent associations between lower dietary calcium and increased risk of incident kidney stones.1–4 In a randomized trial of 120 men with calcium oxalate stone disease and idiopathic hypercalciuria, Borghi compared the effects of a low calcium (400 mg/d) diet to a higher calcium diet (1200 mg/d) also restricted in sodium (1200 mg/d) and animal protein (52 g/d).5 Study participants on the higher calcium diet had a 51% lower risk of recurrent nephrolithiasis than their low-calcium counterparts.",8117c7746d76154abcf3fddeb17e361d92b0eb2c1a78b958a1e3278c8cf494da,candidate_context_present,agent_result_context_only,,false
NUM-PMC4393945-21-2-percentage-1,REC-PUBMED-23535174,B1,23535174,PMC4393945,randomized_trial,Supplement|supplement|placebo|group,daily,kidney stone,true,percentage,17,,,,article[pmcid='PMC4393945']/body//p[21]/sentence[2],"Supplemental calcium use, in these cohorts and others, is associated with a nominal increase in kidney stone formation.1, 8 For example, participants in the Women’s Health Initiative (WHI) taking 1000 mg of supplemental calcium and 400 IU of vitamin D3 daily were 17% more likely to have a kidney stone than participants in the placebo group.8 Because feeding studies suggest that orally administered calcium can reduce intestinal oxalate absorption (and subsequent renal oxalate excretion),6, 7 it is reasonable to speculate that the effect of supplemental calcium on kidney stone risk depends on whether supplements are taken with or between meals.",8f8b1c5f96058cc5e9f2f007e4c810002c294b10d094feb05b2164d04a85d9da,candidate_context_present,agent_result_context_only,,false
NUM-PMC4393945-22-4-percentage-1,REC-PUBMED-23535174,B1,23535174,PMC4393945,randomized_trial,,,kidney stones,false,percentage,50,,,,article[pmcid='PMC4393945']/body//p[22]/sentence[4],"However, the majority of stone composition reports in each cohort show kidney stones containing ≥ 50% calcium oxalate.",3b0d54e0230e757358c016f695805c97e12fb83e64dc803da261c0dadc5a6989,context_incomplete_manual_review,agent_result_context_only,,false
NUM-PMC8417339-3-4-percentage-1,REC-PUBMED-34504775,B1,34504775,PMC8417339,design_unclear,,,kidney stones|kidney stone,false,percentage,0.01,,,,article[pmcid='PMC8417339']/body//p[3]/sentence[4],"We report a vegan woman with extensive calcium carbonate (calcite), which make up 0.01%–0.25% of all stones.2 Excessive amounts of certain nutrients or vitamins predispose to development of kidney stones, but is it possible for lack of certain nutrients to also predispose to kidney stone formation?",d0d40e6ef93f97d590c3ff67f6295f9a133d85a7ad06b48096a35a1c4d5b29a0,context_incomplete_manual_review,agent_result_context_only,,false
NUM-PMC8417339-3-4-percentage-2,REC-PUBMED-34504775,B1,34504775,PMC8417339,design_unclear,,,kidney stones|kidney stone,false,percentage,0.25,,,,article[pmcid='PMC8417339']/body//p[3]/sentence[4],"We report a vegan woman with extensive calcium carbonate (calcite), which make up 0.01%–0.25% of all stones.2 Excessive amounts of certain nutrients or vitamins predispose to development of kidney stones, but is it possible for lack of certain nutrients to also predispose to kidney stone formation?",d0d40e6ef93f97d590c3ff67f6295f9a133d85a7ad06b48096a35a1c4d5b29a0,context_incomplete_manual_review,agent_result_context_only,,false
NUM-PMC4127365-16-2-percentage-1,REC-PUBMED-24657333,B2,24657333,PMC4127365,randomized_trial,supplement,,hypercalcemia,true,percentage,5.9,,,,article[pmcid='PMC4127365']/body//p[16]/sentence[2],"Although HCTZ can decrease calcium excretion by the kidney(42, 43) and vitamin D can increase absorption of calcium in the intestines(44–47), both resulting in higher blood levels of calcium, we report that only 5.9% of HCTZ users experienced hypercalcemia with concurrent use of HCTZ and vitamin D supplements.",09cb4e6a2abc56a370079f375400c9e2e3a6fa2dfd7ee0c91bf9b1b94d8a4f6c,candidate_context_present,agent_result_context_only,,false
NUM-PMC4209182-3-1-percentage-1,REC-PUBMED-24937025,B2,24937025,PMC4209182,randomized_trial,dose,,hypercalcemia,false,percentage,22,,,,article[pmcid='PMC4209182']/body//p[3]/sentence[1],The exact dose of vitamin D associated with toxic symptoms in humans is not known but 56 women that developed vitamin D intoxication and hypercalcemia from drinking over fortified milk had serum 25OHD levels that varied from 56–696 ng/ml (140–1740 mmol/l) and some women (22%) were discharged with renal impairment and metastatic calcification (2).,35f51d55eb322e1f17c6290784611aef11f9e585fa9b159bf3a98f7c7b3eb1e0,candidate_context_present,agent_result_context_only,,false
NUM-PMC4209182-41-1-hazard_ratio-1,REC-PUBMED-24937025,B2,24937025,PMC4209182,randomized_trial,group|supplement|placebo,,kidney stones,true,hazard_ratio,1.17,,1.02,1.34,article[pmcid='PMC4209182']/body//p[41]/sentence[1],"In the WHI trial (8), the group given vitamin D 400IU together with a calcium supplement of 1000 mg had a 17% increase in kidney stones compared to placebo (HR = 1.17; 95% CI 1.02–1.34).",b5b65dfe9b1f4cca7f8704f97c3c5032f5f1c877b1c4c626b9451c826b519fd8,candidate_context_present,agent_result_context_only,,false
NUM-PMC4209182-41-1-percentage-1,REC-PUBMED-24937025,B2,24937025,PMC4209182,randomized_trial,group|supplement|placebo,,kidney stones,true,percentage,17,,1.02,1.34,article[pmcid='PMC4209182']/body//p[41]/sentence[1],"In the WHI trial (8), the group given vitamin D 400IU together with a calcium supplement of 1000 mg had a 17% increase in kidney stones compared to placebo (HR = 1.17; 95% CI 1.02–1.34).",b5b65dfe9b1f4cca7f8704f97c3c5032f5f1c877b1c4c626b9451c826b519fd8,candidate_context_present,agent_result_context_only,,false
NUM-PMC4209182-41-1-percentage-2,REC-PUBMED-24937025,B2,24937025,PMC4209182,randomized_trial,group|supplement|placebo,,kidney stones,true,percentage,95,,1.02,1.34,article[pmcid='PMC4209182']/body//p[41]/sentence[1],"In the WHI trial (8), the group given vitamin D 400IU together with a calcium supplement of 1000 mg had a 17% increase in kidney stones compared to placebo (HR = 1.17; 95% CI 1.02–1.34).",b5b65dfe9b1f4cca7f8704f97c3c5032f5f1c877b1c4c626b9451c826b519fd8,candidate_context_present,agent_result_context_only,,false
NUM-PMC4209182-5-1-percentage-1,REC-PUBMED-24937025,B2,24937025,PMC4209182,randomized_trial,control|supplementation|placebo,7 years,nephrolithiasis,true,percentage,17,,,,article[pmcid='PMC4209182']/body//p[5]/sentence[1],"The Women’s Health Initiative (WHI) trial is the only large long term prospective controlled study of calcium and vitamin D supplementation and at 7 years they reported a 17% increase in the risk of nephrolithiasis compared to placebo in this study of 36,282 women (8).",92484fb9f7f0d93191a9d41c5fd7ca78980c9a32d41578eea3292a054b8e8000,candidate_context_present,agent_result_context_only,,false
NUM-PMC5241241-1-1-percentage-1,REC-PUBMED-27545576,B2,27545576,PMC5241241,cohort,control|intake,,Kidney stones|kidney stones,true,percentage,10,,,,article[pmcid='PMC5241241']/body//p[1]/sentence[1],"Kidney stones are common, with an estimated prevalence of about 10% in the US population.1 Higher urine calcium excretion is a major risk factor for calcium stone formation,2 which in turn might be increased by higher circulating levels of 1,25-dihydroxyvitamin D (1,25[OH]2D).3,4 In a prospective nested case-control study, the odds of kidney stones were 73% higher for those in the highest quartile of 1,25[OH]2D.5 The association between precursors of 1,25[OH]2D such as circulating 25-hydroxyvitamin D (25[OH]D) and intake of cholecalciferol (vitamin D3) and ergocalciferol (vitamin D2) is less clear.",645753a188dab1c6db96b399c175e378373baea547d04d9e4b5f7addb4d968ed,candidate_context_present,agent_result_context_only,,false
NUM-PMC5241241-1-1-percentage-2,REC-PUBMED-27545576,B2,27545576,PMC5241241,cohort,control|intake,,Kidney stones|kidney stones,true,percentage,73,,,,article[pmcid='PMC5241241']/body//p[1]/sentence[1],"Kidney stones are common, with an estimated prevalence of about 10% in the US population.1 Higher urine calcium excretion is a major risk factor for calcium stone formation,2 which in turn might be increased by higher circulating levels of 1,25-dihydroxyvitamin D (1,25[OH]2D).3,4 In a prospective nested case-control study, the odds of kidney stones were 73% higher for those in the highest quartile of 1,25[OH]2D.5 The association between precursors of 1,25[OH]2D such as circulating 25-hydroxyvitamin D (25[OH]D) and intake of cholecalciferol (vitamin D3) and ergocalciferol (vitamin D2) is less clear.",645753a188dab1c6db96b399c175e378373baea547d04d9e4b5f7addb4d968ed,candidate_context_present,agent_result_context_only,,false
NUM-PMC5241241-9-2-hazard_ratio-1,REC-PUBMED-27545576,B2,27545576,PMC5241241,cohort,intake,,,true,hazard_ratio,0.99,,0.80,1.47,article[pmcid='PMC5241241']/body//p[9]/sentence[2],"After multivariate adjustment, there was no statistically significant association in the HPFS cohort (HR for an intake of ≥1,000 IU/day compared with <100 IU/day 1.08, 95% CI 0.80, 1.47, p-value for trend = 0.92) and in the NHS I cohort (HR 0.99, 95% CI 0.73, 1.35, p-value for trend = 0.70); in the NHS II cohort, there was a suggestion that the highest category of intake of vitamin D was associated with a higher risk of stones (HR 1.18, 95% CI 0.94, 1.48, p-value for trend = 0.02).",dbf8ddfb99cc632f63f2815c8037dea594807f0b1267b913f51169f8acfc377c,context_incomplete_manual_review,agent_result_context_only,,false
NUM-PMC5241241-9-2-hazard_ratio-2,REC-PUBMED-27545576,B2,27545576,PMC5241241,cohort,intake,,,true,hazard_ratio,1.18,,0.80,1.47,article[pmcid='PMC5241241']/body//p[9]/sentence[2],"After multivariate adjustment, there was no statistically significant association in the HPFS cohort (HR for an intake of ≥1,000 IU/day compared with <100 IU/day 1.08, 95% CI 0.80, 1.47, p-value for trend = 0.92) and in the NHS I cohort (HR 0.99, 95% CI 0.73, 1.35, p-value for trend = 0.70); in the NHS II cohort, there was a suggestion that the highest category of intake of vitamin D was associated with a higher risk of stones (HR 1.18, 95% CI 0.94, 1.48, p-value for trend = 0.02).",dbf8ddfb99cc632f63f2815c8037dea594807f0b1267b913f51169f8acfc377c,context_incomplete_manual_review,agent_result_context_only,,false
NUM-PMC5241241-9-2-percentage-1,REC-PUBMED-27545576,B2,27545576,PMC5241241,cohort,intake,,,true,percentage,95,,0.80,1.47,article[pmcid='PMC5241241']/body//p[9]/sentence[2],"After multivariate adjustment, there was no statistically significant association in the HPFS cohort (HR for an intake of ≥1,000 IU/day compared with <100 IU/day 1.08, 95% CI 0.80, 1.47, p-value for trend = 0.92) and in the NHS I cohort (HR 0.99, 95% CI 0.73, 1.35, p-value for trend = 0.70); in the NHS II cohort, there was a suggestion that the highest category of intake of vitamin D was associated with a higher risk of stones (HR 1.18, 95% CI 0.94, 1.48, p-value for trend = 0.02).",dbf8ddfb99cc632f63f2815c8037dea594807f0b1267b913f51169f8acfc377c,context_incomplete_manual_review,agent_result_context_only,,false
NUM-PMC5241241-9-2-percentage-2,REC-PUBMED-27545576,B2,27545576,PMC5241241,cohort,intake,,,true,percentage,95,,0.80,1.47,article[pmcid='PMC5241241']/body//p[9]/sentence[2],"After multivariate adjustment, there was no statistically significant association in the HPFS cohort (HR for an intake of ≥1,000 IU/day compared with <100 IU/day 1.08, 95% CI 0.80, 1.47, p-value for trend = 0.92) and in the NHS I cohort (HR 0.99, 95% CI 0.73, 1.35, p-value for trend = 0.70); in the NHS II cohort, there was a suggestion that the highest category of intake of vitamin D was associated with a higher risk of stones (HR 1.18, 95% CI 0.94, 1.48, p-value for trend = 0.02).",dbf8ddfb99cc632f63f2815c8037dea594807f0b1267b913f51169f8acfc377c,context_incomplete_manual_review,agent_result_context_only,,false
NUM-PMC5241241-9-2-percentage-3,REC-PUBMED-27545576,B2,27545576,PMC5241241,cohort,intake,,,true,percentage,95,,0.80,1.47,article[pmcid='PMC5241241']/body//p[9]/sentence[2],"After multivariate adjustment, there was no statistically significant association in the HPFS cohort (HR for an intake of ≥1,000 IU/day compared with <100 IU/day 1.08, 95% CI 0.80, 1.47, p-value for trend = 0.92) and in the NHS I cohort (HR 0.99, 95% CI 0.73, 1.35, p-value for trend = 0.70); in the NHS II cohort, there was a suggestion that the highest category of intake of vitamin D was associated with a higher risk of stones (HR 1.18, 95% CI 0.94, 1.48, p-value for trend = 0.02).",dbf8ddfb99cc632f63f2815c8037dea594807f0b1267b913f51169f8acfc377c,context_incomplete_manual_review,agent_result_context_only,,false
NUM-PMC8707627-35-1-hazard_ratio-1,REC-PUBMED-34959915,B2,34959915,PMC8707627,systematic_review,supplementation|group,Follow-up,kidney stone,true,hazard_ratio,1.18,,,,article[pmcid='PMC8707627']/body//p[35]/sentence[1],"However, when three bigger prospective cohorts were studied (Health Professionals Follow-up Study (HPFS), Nurses’ Health Studies (NHS) I, and NHS II), for a total of 193,551 participants, only the NHS II vitamin D supplementation group was linked to a slightly higher risk of kidney stone events (Hazard Ratio 1.18, p = 0.02).",d15ac6ed5b897c89aff69c43bc8cf16e71d9d77d4e54c5f2c964a9636f9bc1a3,candidate_context_present,agent_result_context_only,,false
NUM-PMC8707627-35-1-p_value-1,REC-PUBMED-34959915,B2,34959915,PMC8707627,systematic_review,supplementation|group,Follow-up,kidney stone,true,p_value,0.02,=,,,article[pmcid='PMC8707627']/body//p[35]/sentence[1],"However, when three bigger prospective cohorts were studied (Health Professionals Follow-up Study (HPFS), Nurses’ Health Studies (NHS) I, and NHS II), for a total of 193,551 participants, only the NHS II vitamin D supplementation group was linked to a slightly higher risk of kidney stone events (Hazard Ratio 1.18, p = 0.02).",d15ac6ed5b897c89aff69c43bc8cf16e71d9d77d4e54c5f2c964a9636f9bc1a3,candidate_context_present,agent_result_context_only,,false
NUM-PMC8707627-40-1-percentage-1,REC-PUBMED-34959915,B2,34959915,PMC8707627,systematic_review,placebo,,hypercalciuria|kidney stone,true,percentage,64,,,,article[pmcid='PMC8707627']/body//p[40]/sentence[1],"To answer this unresolved question, a meta-analysis from Malihi and colleagues [110] on 48 studies and more than 19,000 participants concluded that long-term vitamin D administration increased the risk for hypercalciuria up to 64% compared to placebo, although no difference in reported kidney stone events was found.",6306aa1259a3af3653690fb90b9c1f50d10ed95a2b27c65444615ad5b8b84bd6,candidate_context_present,agent_result_context_only,,false
NUM-PMC9032836-14-13-percentage-1,REC-PUBMED-35458212,B2,35458212,PMC9032836,design_unclear,,,hypercalcemia,false,percentage,6,,,,article[pmcid='PMC9032836']/body//p[14]/sentence[13],"Prior to initiation of vitamin D therapy at our institution, only 6 of 100 consecutive patients (6%) admitted to the TICU with severe traumatic injuries exhibited hypercalcemia [31].",625186539e3295dfe7166fd8595fa5d5f2edd83837e8bdf0bae75ce63518b4e3,context_incomplete_manual_review,agent_result_context_only,,false
NUM-PMC9032836-2-3-percentage-1,REC-PUBMED-35458212,B2,35458212,PMC9032836,design_unclear,,,hypercalcemia,false,percentage,40,,,,article[pmcid='PMC9032836']/body//p[2]/sentence[3],"However, despite a lack of hypervitaminosis D (25-OH vit D > 80 ng/mL), 40% of the patients experienced hypercalcemia (serum ionized calcium concentration (iCa) > 1.32 mmol/L) during cholecalciferol therapy [15].",0d9f89ba544219ae18dc41bfb9e00c61e166b141d91d0fab20ebf330aea15bef,context_incomplete_manual_review,agent_result_context_only,,false
NUM-PMC9478201-14-8-odds_ratio-1,REC-PUBMED-36118750,B2,36118750,PMC9478201,systematic_review,dose|supplementation,,hypercalciuria,true,odds_ratio,0.950,,,,article[pmcid='PMC9478201']/body//p[14]/sentence[8],"Moreover, the risk of hypercalciuria decreased as the dose of vitamin D3 supplementation increased (odds ratio = 0.950; p = 0.014) (Table 3).",f3e002475f274f23c3af76fc179b788f9893ebb93704bdfa327e4ec063c363a7,candidate_context_present,agent_result_context_only,,false
NUM-PMC9478201-14-8-p_value-1,REC-PUBMED-36118750,B2,36118750,PMC9478201,systematic_review,dose|supplementation,,hypercalciuria,true,p_value,0.014,=,,,article[pmcid='PMC9478201']/body//p[14]/sentence[8],"Moreover, the risk of hypercalciuria decreased as the dose of vitamin D3 supplementation increased (odds ratio = 0.950; p = 0.014) (Table 3).",f3e002475f274f23c3af76fc179b788f9893ebb93704bdfa327e4ec063c363a7,candidate_context_present,agent_result_context_only,,false
NUM-PMC9478201-21-5-odds_ratio-1,REC-PUBMED-36118750,B2,36118750,PMC9478201,systematic_review,dose|supplementation,,hypercalciuria,true,odds_ratio,0.956,,,,article[pmcid='PMC9478201']/body//p[21]/sentence[5],"Additionally, an increased dose of vitamin D3 supplementation (odds ratio = 0.956; p = 0.028) and a sufficient 25-OH-D3 level (odds ratio = 0.888; p = 0.010) decreased the risk of hypercalciuria (Figure 2 and Table 3).",822cd296c9f296f72a1ec67560c8e33fa9bdb09228b93b5743b32909f9d42e88,candidate_context_present,agent_result_context_only,,false
